"","x"
"14918","RBBP5"
"14919","ORC2L"
"14920","EMR4P"
"14921","NCAPH2"
"14922","RNASET2"
"14923","CCDC146"
"14924","C3orf1"
"14925","HSPA1B"
"14926","DDX23"
"14927","MORC4"
"14928","MYRIP"
"14929","SLC39A11"
"14930","LY6E"
"14931","ATP12A"
"14932","S1PR5"
"14933","AUP1"
"14934","CORO7"
"14935","HNRNPA3"
"14936","ENPP1"
"14937","PITPNM3"
"14938","C8orf84"
"14939","NRBP2"
"14940","PPP1R1C"
"14941","KCNE2"
"14942","P2RX4"
"14943","CCND2"
"14944","CUL4A"
"14945","CFB"
"14946","PCP4"
"14947","UBIAD1"
"14948","HEMGN"
"14949","CDC42BPB"
"14950","RIMS2"
"14951","CYB561D1"
"14952","ZNF488"
"14953","RNMTL1"
"14954","SART3"
"14955","TARP"
"14956","CAPN10"
"14957","APOA1BP"
"14958","NDUFS5"
"14959","FLJ22536"
"14960","PDLIM3"
"14961","VPS24"
"14962","SCN8A"
"14963","KRTAP5-5"
"14964","TMEM145"
"14965","SNORD87"
"14966","RNF149"
"14967","KCTD16"
"14968","LOC283788"
"14969","FDXR"
"14970","MUC21"
"14971","CDCP1"
"14972","CSF2RA"
"14973","CHSY3"
"14974","PAX3"
"14975","TXNRD3"
"14976","LASS4"
"14977","HSD17B8"
"14978","YAP1"
"14979","SC5DL"
"14980","NNT"
"14981","ST8SIA2"
"14982","KSR2"
"14983","RAD21"
"14984","L3MBTL3"
"14985","SNRPB"
"14986","CD164L2"
"14987","MIF"
"14988","TAPT1"
"14989","LPPR3"
"14990","IRF8"
"14991","ACD"
"14992","BCL3"
"14993","SPATA13"
"14994","CFHR3"
"14995","F2RL3"
"14996","DUSP15"
"14997","TLCD1"
"14998","LOC57653"
"14999","NCRNA00183"
"15000","SF3B4"
"15001","MAP7D3"
"15002","SEMA5A"
"15003","LRRC28"
"15004","XYLB"
"15005","MORN2"
"15006","HIATL1"
"15007","ADAMTS10"
"15008","WDR55"
"15009","MFSD5"
"15010","OR4N2"
"15011","DUSP16"
"15012","NLGN4Y"
"15013","NBPF9"
"15014","INHBC"
"15015","NUMA1"
"15016","CERCAM"
"15017","DEFB123"
"15018","NAA25"
"15019","GIPC1"
"15020","SNORD12"
"15021","SBK2"
"15022","LRRC16A"
"15023","FZD1"
"15024","MKL1"
"15025","SAA2"
"15026","C1orf94"
"15027","C7orf28B"
"15028","LOC100128554"
"15029","ZZZ3"
"15030","TMEM185A"
"15031","C16orf5"
"15032","C1orf186"
"15033","IGFBP4"
"15034","HNRNPH2"
"15035","NDUFA10"
"15036","RNF13"
"15037","CLIC2"
"15038","CD69"
"15039","MYOZ1"
"15040","IFNB1"
"15041","CLNS1A"
"15042","ZXDB"
"15043","FUNDC2"
"15044","GPA33"
"15045","KRTAP5-10"
"15046","C9orf70"
"15047","UBR7"
"15048","MGC70857"
"15049","SLC2A9"
"15050","PRAMEF12"
"15051","MAGEB1"
"15052","C18orf34"
"15053","FMNL2"
"15054","CRYGA"
"15055","KRT85"
"15056","GEM"
"15057","THAP6"
"15058","TM6SF2"
"15059","ALKBH3"
"15060","C5orf52"
"15061","HEATR7A"
"15062","RANBP2"
"15063","LIG3"
"15064","KDM3A"
"15065","RETSAT"
"15066","MZT2A"
"15067","CAST"
"15068","GOLGA2P2Y"
"15069","TGFBI"
"15070","C15orf37"
"15071","SLC4A11"
"15072","PGM3"
"15073","FAM123C"
"15074","TAOK1"
"15075","LOC285033"
"15076","CISH"
"15077","SLC38A7"
"15078","OGDHL"
"15079","SPINT2"
"15080","ZNF33A"
"15081","CLDN18"
"15082","RNF128"
"15083","CCDC71"
"15084","NCRNA00261"
"15085","HSPG2"
"15086","RASSF6"
"15087","ABHD6"
"15088","ATP6V0E1"
"15089","CD274"
"15090","GCNT1"
"15091","TM4SF5"
"15092","NT5C1A"
"15093","C21orf58"
"15094","SUCLA2"
"15095","CNPY1"
"15096","SNORD63"
"15097","RFTN2"
"15098","SCNM1"
"15099","SLC9A10"
"15100","FUNDC1"
"15101","SLC35F4"
"15102","AMD1"
"15103","TRIB2"
"15104","COL6A6"
"15105","OSTBETA"
"15106","GHSR"
"15107","ATP8B1"
"15108","ZNF300P1"
"15109","RNF183"
"15110","STX4"
"15111","TPPP2"
"15112","UBE2DNL"
"15113","MYBPHL"
"15114","TXNDC6"
"15115","C9orf47"
"15116","FANCB"
"15117","ECSCR"
"15118","C11orf9"
"15119","DPY19L1"
"15120","VDAC2"
"15121","VHL"
"15122","C8orf44"
"15123","LMBR1"
"15124","ZPBP"
"15125","LOC143666"
"15126","UBXN2A"
"15127","MMP23A"
"15128","FGF23"
"15129","C21orf67"
"15130","PCNT"
"15131","BCKDHB"
"15132","GALNTL5"
"15133","BET1"
"15134","SNORA17"
"15135","ARL13A"
"15136","HDAC6"
"15137","FAM138E"
"15138","N4BP3"
"15139","OTOP1"
"15140","TTC30A"
"15141","CRISP1"
"15142","LOC100132832"
"15143","KRT32"
"15144","MIR1304"
"15145","VSTM1"
"15146","ZNF622"
"15147","CDHR2"
"15148","POLR3B"
"15149","DNAJC10"
"15150","HBA1"
"15151","SHISA5"
"15152","C12orf54"
"15153","ADIPOQ"
"15154","C5orf42"
"15155","RIT2"
"15156","RPS17"
"15157","CD44"
"15158","ABCA3"
"15159","KRTCAP2"
"15160","FEZF1"
"15161","PCDHB15"
"15162","KCNMA1"
"15163","FAM153A"
"15164","CCDC116"
"15165","C15orf27"
"15166","NARG2"
"15167","ITGA5"
"15168","MEFV"
"15169","TUT1"
"15170","LOC541473"
"15171","NCRNA00272"
"15172","GLT1D1"
"15173","ABCB7"
"15174","PFKP"
"15175","C9orf91"
"15176","FLJ40194"
"15177","LRRC41"
"15178","STOX1"
"15179","C1orf85"
"15180","ATP5F1"
"15181","GFOD2"
"15182","SLC25A3"
"15183","ZNF646"
"15184","TSPY1"
"15185","KRT16P2"
"15186","ZAR1"
"15187","NHLRC3"
"15188","TMEM195"
"15189","LCORL"
"15190","GALNT3"
"15191","IFT122"
"15192","LDB3"
"15193","LOC440117"
"15194","HOMEZ"
"15195","LRRC6"
"15196","ANGPTL5"
"15197","UBAC1"
"15198","DLEU7"
"15199","TOP1MT"
"15200","RPL19"
"15201","MBD3L2"
"15202","MGC2889"
"15203","WISP2"
"15204","NTSR1"
"15205","GPSM2"
"15206","C12orf66"
"15207","RDH10"
"15208","NOS2"
"15209","PRKCG"
"15210","HIST1H4J"
"15211","MON1B"
"15212","ZNF446"
"15213","MLF1IP"
"15214","SLC26A1"
"15215","COL4A5"
"15216","RGN"
"15217","CCNB1"
"15218","CCDC97"
"15219","CCDC28B"
"15220","FGR"
"15221","EPN2"
"15222","COX15"
"15223","MSRB3"
"15224","KCNK6"
"15225","LOC100499467"
"15226","XK"
"15227","GDA"
"15228","HEPH"
"15229","THRAP3"
"15230","MET"
"15231","AK7"
"15232","ING3"
"15233","LYAR"
"15234","PHYHIP"
"15235","CCT8L2"
"15236","COPS7A"
"15237","WSCD1"
"15238","RNF185"
"15239","TNS3"
"15240","KNDC1"
"15241","SNAR-A6"
"15242","RWDD4A"
"15243","C4orf3"
"15244","RRP7A"
"15245","ZFYVE1"
"15246","MED13L"
"15247","C7orf44"
"15248","MRPL1"
"15249","FLJ16341"
"15250","TEAD1"
"15251","SNX33"
"15252","RPL7A"
"15253","ARL6IP1"
"15254","CTAGE5"
"15255","TMEM184A"
"15256","SLC25A14"
"15257","UBA1"
"15258","GLRA4"
"15259","CACNG5"
"15260","ECH1"
"15261","ATXN10"
"15262","CCL22"
"15263","CYP2F1"
"15264","KIAA1210"
"15265","GEN1"
"15266","GADL1"
"15267","LPAR4"
"15268","TMEM19"
"15269","RUNX3"
"15270","EFNB1"
"15271","LOC152742"
"15272","PRKCB"
"15273","ACSM3"
"15274","LIPN"
"15275","SIGLEC8"
"15276","LOC100129917"
"15277","NOL8"
"15278","RELT"
"15279","VKORC1"
"15280","C11orf2"
"15281","PEG3AS"
"15282","PPP1R15B"
"15283","ELANE"
"15284","TRPM6"
"15285","MGC26647"
"15286","UGT2B7"
"15287","FOXK2"
"15288","FEV"
"15289","SLC8A1"
"15290","PDCD5"
"15291","DGUOK"
"15292","FGGY"
"15293","CLDN16"
"15294","GAGE1"
"15295","C1QTNF3"
"15296","PRAMEF13"
"15297","RBM17"
"15298","VGLL3"
"15299","SUPT4H1"
"15300","CD1A"
"15301","TRAF5"
"15302","SRRM4"
"15303","FAM73A"
"15304","MIR1181"
"15305","WHSC1"
"15306","LOC729970"
"15307","ANO5"
"15308","GFPT2"
"15309","STARD5"
"15310","SIP1"
"15311","KRTAP5-2"
"15312","DNAJC15"
"15313","STAU2"
"15314","FAM98A"
"15315","RAD23B"
"15316","LOC283688"
"15317","LRRC33"
"15318","C14orf167"
"15319","CHRAC1"
"15320","LOC220930"
"15321","C19orf43"
"15322","KLK8"
"15323","CCNE1"
"15324","PKDREJ"
"15325","SSU72"
"15326","C17orf73"
"15327","GPR78"
"15328","WHSC1L1"
"15329","GSTA2"
"15330","SMUG1"
"15331","ANKRD20A3"
"15332","UFM1"
"15333","AP3M2"
"15334","USP14"
"15335","FBXL14"
"15336","DSTN"
"15337","VAT1L"
"15338","FBXO31"
"15339","FRS2"
"15340","C12orf40"
"15341","NR2E3"
"15342","AGAP7"
"15343","TUBB2C"
"15344","GMPR"
"15345","C9orf139"
"15346","ING5"
"15347","NRARP"
"15348","HTR7P1"
"15349","ATXN7L3B"
"15350","OR4A47"
"15351","FAM74A3"
"15352","ORM1"
"15353","HSPD1"
"15354","C5orf13"
"15355","PIWIL3"
"15356","LCOR"
"15357","PLEKHA9"
"15358","N4BP2L2"
"15359","CCDC43"
"15360","ZNF232"
"15361","PRR19"
"15362","NCRNA00253"
"15363","PRSS45"
"15364","SLC6A7"
"15365","ADH5"
"15366","SHBG"
"15367","SLC16A5"
"15368","CDIPT"
"15369","OR7E37P"
"15370","PANX3"
"15371","TUBB"
"15372","FAM182B"
"15373","TOR3A"
"15374","PREP"
"15375","ENTPD8"
"15376","CHMP1B"
"15377","SYT12"
"15378","CSNK1A1P1"
"15379","MYH6"
"15380","SERPINE3"
"15381","KLHL30"
"15382","MAP3K13"
"15383","LCMT1"
"15384","EIF1AX"
"15385","FOXD4L1"
"15386","SRSF11"
"15387","SLC24A5"
"15388","RNF166"
"15389","HCRTR2"
"15390","TJAP1"
"15391","FAM159A"
"15392","SPANXA2"
"15393","TMEM156"
"15394","ZNF239"
"15395","SNX19"
"15396","C12orf75"
"15397","GKN1"
"15398","C1QL1"
"15399","ATP11C"
"15400","ZNF35"
"15401","CARD8"
"15402","LIMD1"
"15403","XRN2"
"15404","CD6"
"15405","ZSCAN4"
"15406","TOX3"
"15407","RSRC1"
"15408","COG1"
"15409","PTRF"
"15410","FBXO24"
"15411","CHST11"
"15412","THRB"
"15413","RNF39"
"15414","MYBPC1"
"15415","PSMD11"
"15416","ALAD"
"15417","SLC9A9"
"15418","EN1"
"15419","GSTM4"
"15420","CDC42BPA"
"15421","RCSD1"
"15422","CEP120"
"15423","NCRNA00159"
"15424","PTENP1"
"15425","SPTBN1"
"15426","LUC7L2"
"15427","FLJ32224"
"15428","BAT5"
"15429","LSM4"
"15430","SRP72"
"15431","UPK3BL"
"15432","LOC202181"
"15433","SGK269"
"15434","MTX1"
"15435","ATR"
"15436","DDX49"
"15437","DNAJB3"
"15438","PAQR8"
"15439","C14orf174"
"15440","THAP1"
"15441","GBGT1"
"15442","CDK17"
"15443","RASIP1"
"15444","DPYD"
"15445","DOHH"
"15446","CROCCP3"
"15447","C18orf45"
"15448","POF1B"
"15449","ZNF552"
"15450","KDM2A"
"15451","USP32"
"15452","MED27"
"15453","LOC171220"
"15454","C14orf149"
"15455","PRDX4"
"15456","FERMT3"
"15457","AGT"
"15458","ABHD12"
"15459","SLC22A14"
"15460","C1orf58"
"15461","PILRA"
"15462","ABCF2"
"15463","C17orf85"
"15464","TKTL1"
"15465","FGF1"
"15466","IL6R"
"15467","VPS25"
"15468","CHRNB2"
"15469","COL7A1"
"15470","LRRC48"
"15471","SPG20"
"15472","CAPN12"
"15473","COX10"
"15474","GCA"
"15475","ECEL1"
"15476","GLG1"
"15477","LOC441869"
"15478","MUTYH"
"15479","ZNF70"
"15480","L2HGDH"
"15481","ZNF655"
"15482","GPATCH2"
"15483","ZNF227"
"15484","MCOLN2"
"15485","NQO2"
"15486","C8orf86"
"15487","KCNQ5"
"15488","ZBTB20"
"15489","RPUSD3"
"15490","NEU1"
"15491","QRICH1"
"15492","MAK16"
"15493","EPGN"
"15494","TSN"
"15495","SPRY2"
"15496","LZTFL1"
"15497","GMFB"
"15498","HBG2"
"15499","C14orf166B"
"15500","PALM2-AKAP2"
"15501","OR2A9P"
"15502","NFYA"
"15503","FAM108A1"
"15504","PBLD"
"15505","NRG4"
"15506","PIGF"
"15507","PTGER1"
"15508","C6orf35"
"15509","C21orf34"
"15510","TRMT6"
"15511","ETV2"
"15512","IL17C"
"15513","CCDC109A"
"15514","OR2W5"
"15515","LCA5L"
"15516","MYLK2"
"15517","ATP10A"
"15518","KCNA4"
"15519","NMNAT2"
"15520","GLYATL2"
"15521","FAM195A"
"15522","LSMD1"
"15523","IL23R"
"15524","MUC15"
"15525","NRF1"
"15526","C17orf72"
"15527","PAQR4"
"15528","PRDM12"
"15529","RBBP6"
"15530","IFI27"
"15531","SKAP2"
"15532","TAGAP"
"15533","TJP3"
"15534","IDS"
"15535","PARG"
"15536","DYRK4"
"15537","MICALL1"
"15538","SNORD88A"
"15539","GALR2"
"15540","GPBP1L1"
"15541","TBX21"
"15542","KCNJ6"
"15543","GGN"
"15544","RNF182"
"15545","MIR199A2"
"15546","C20orf173"
"15547","MIR1184-3"
"15548","BRD4"
"15549","DOK4"
"15550","SLC46A2"
"15551","SOX9"
"15552","PCDHGB4"
"15553","ZNRD1"
"15554","FAU"
"15555","SMA5"
"15556","DTNB"
"15557","LDLRAD2"
"15558","CARD9"
"15559","SLC4A5"
"15560","ZNF137P"
"15561","NOXA1"
"15562","CELF5"
"15563","SAMD10"
"15564","EP400NL"
"15565","MS4A13"
"15566","TCF21"
"15567","SLA"
"15568","DLST"
"15569","AMELX"
"15570","JPH2"
"15571","C19orf75"
"15572","41164"
"15573","MIR554"
"15574","RGS20"
"15575","NBPF16"
"15576","LOC286467"
"15577","ZNF419"
"15578","LXN"
"15579","UPK3B"
"15580","FAM22G"
"15581","ESPNL"
"15582","RELL1"
"15583","KLHL21"
"15584","PI15"
"15585","SNORD11"
"15586","C2orf61"
"15587","LOC407835"
"15588","RER1"
"15589","ELAVL2"
"15590","KLF2"
"15591","TNFAIP8L3"
"15592","TFE3"
"15593","C11orf17"
"15594","SNRPC"
"15595","DLGAP1"
"15596","PGLYRP1"
"15597","OVCH2"
"15598","IRF7"
"15599","SET"
"15600","FAM193A"
"15601","LOC153684"
"15602","NAB2"
"15603","FAM120A"
"15604","ASCL2"
"15605","LRP5L"
"15606","SHH"
"15607","THPO"
"15608","ATP5H"
"15609","ACAP3"
"15610","TYRP1"
"15611","HIST1H3E"
"15612","EIF2S1"
"15613","TNFRSF17"
"15614","TARSL2"
"15615","NKX2-8"
"15616","C1orf115"
"15617","NCRNA00226"
"15618","CD8A"
"15619","ISCU"
"15620","LOC157627"
"15621","SNORA26"
"15622","ZNF414"
"15623","SULT1C3"
"15624","HBP1"
"15625","RAB15"
"15626","TNNT2"
"15627","CECR5"
"15628","JRK"
"15629","PHGDH"
"15630","XPO4"
"15631","FAM131C"
"15632","ARHGAP25"
"15633","XIAP"
"15634","CA9"
"15635","TLX1"
"15636","GPR62"
"15637","LOC100271836"
"15638","SNORD45B"
"15639","GPS1"
"15640","OR2M2"
"15641","PRSS30P"
"15642","BDP1"
"15643","FAM70B"
"15644","VAX1"
"15645","RPS29"
"15646","MKLN1"
"15647","TSPAN19"
"15648","SLC29A3"
"15649","LGALS4"
"15650","USH2A"
"15651","NF1"
"15652","APOBEC3A"
"15653","IMPAD1"
"15654","OLR1"
"15655","TAOK2"
"15656","HCFC1R1"
"15657","MGC57346"
"15658","NRAP"
"15659","MAP4K3"
"15660","MCM10"
"15661","CBS"
"15662","GTF2H2B"
"15663","CLK3"
"15664","ELF4"
"15665","PCDHGA5"
"15666","H2BFWT"
"15667","C11orf49"
"15668","CLIP2"
"15669","GCFC1"
"15670","ZNF524"
"15671","BTBD9"
"15672","KDELR1"
"15673","NCSTN"
"15674","GALNT9"
"15675","PARP4"
"15676","GCGR"
"15677","NPY"
"15678","BEGAIN"
"15679","SLC16A2"
"15680","FOXRED1"
"15681","SLC35B1"
"15682","GK5"
"15683","PRSS37"
"15684","C4orf10"
"15685","MIR567"
"15686","SLC9A2"
"15687","FLJ42969"
"15688","FAM72D"
"15689","ADD1"
"15690","KDM6B"
"15691","TAL2"
"15692","FAM180B"
"15693","ANP32A"
"15694","SOST"
"15695","DNAJC1"
"15696","ACLY"
"15697","USP43"
"15698","FKBP5"
"15699","CHCHD5"
"15700","NUDT22"
"15701","C15orf34"
"15702","CCDC85B"
"15703","OR51G2"
"15704","STRN3"
"15705","TMOD2"
"15706","FLI1"
"15707","DGKQ"
"15708","MAB21L2"
"15709","VPRBP"
"15710","SCNN1B"
"15711","PPDPF"
"15712","ECHDC3"
"15713","TMEM106C"
"15714","CSNK2A2"
"15715","LOC100132891"
"15716","PPIEL"
"15717","RPL39"
"15718","HERC3"
"15719","ZBTB47"
"15720","ZNF681"
"15721","FAM160A2"
"15722","PAGE2"
"15723","CLIC5"
"15724","RABAC1"
"15725","YPEL1"
"15726","DNAJC4"
"15727","ANKRD20B"
"15728","KIAA0776"
"15729","NR1D2"
"15730","FAM153C"
"15731","NPNT"
"15732","ZNF677"
"15733","ZNF536"
"15734","MEF2B"
"15735","PTPN4"
"15736","STX5"
"15737","CTCFL"
"15738","CD72"
"15739","XRCC1"
"15740","VEGFA"
"15741","CSRNP1"
"15742","ELL"
"15743","LOC283267"
"15744","SETBP1"
"15745","CDH11"
"15746","C17orf105"
"15747","NDC80"
"15748","DMBX1"
"15749","NRSN1"
"15750","CDS2"
"15751","C2orf69"
"15752","SENP3"
"15753","GOLGA6L9"
"15754","C1orf212"
"15755","IL1F9"
"15756","EEF2K"
"15757","KANK4"
"15758","CXorf64"
"15759","COG8"
"15760","CEP72"
"15761","OR1L8"
"15762","SNRNP48"
"15763","YJEFN3"
"15764","MUS81"
"15765","PHYH"
"15766","GGT6"
"15767","SNORD107"
"15768","C22orf23"
"15769","C13orf33"
"15770","MAPK8IP2"
"15771","NELL2"
"15772","CHPF2"
"15773","POU3F2"
"15774","ALPK1"
"15775","MRPS18C"
"15776","RPLP2"
"15777","SPNS1"
"15778","ZFP1"
"15779","IL1RAPL1"
"15780","NKX2-1"
"15781","PCSK9"
"15782","FLJ36644"
"15783","SRSF3"
"15784","SP4"
"15785","SLC11A1"
"15786","ICAM2"
"15787","SH3GL1"
"15788","LOC348926"
"15789","SNORD62B"
"15790","GSK3B"
"15791","PDXP"
"15792","RALB"
"15793","GNGT1"
"15794","KIR2DL1"
"15795","TNFAIP3"
"15796","PCDHGA4"
"15797","CBLN2"
"15798","PANK3"
"15799","TAAR9"
"15800","WDR82"
"15801","APOM"
"15802","MAPK1IP1L"
"15803","TRIP10"
"15804","TMEM205"
"15805","SPATA16"
"15806","C1orf135"
"15807","USP51"
"15808","TESK1"
"15809","SNORD96A"
"15810","C11orf64"
"15811","ZNF611"
"15812","PDE6G"
"15813","GCLC"
"15814","SEC61A1"
"15815","TWSG1"
"15816","ZMYND10"
"15817","CTDP1"
"15818","ZNF75D"
"15819","ADAMTS6"
"15820","SLIT1"
"15821","KRT86"
"15822","GTPBP2"
"15823","PQLC3"
"15824","CRNDE"
"15825","OR2T5"
"15826","C15orf44"
"15827","PRRX2"
"15828","GPR110"
"15829","C11orf10"
"15830","MKKS"
"15831","CD109"
"15832","ADCY1"
"15833","RHBG"
"15834","TP53I3"
"15835","SRL"
"15836","SNORA71D"
"15837","SLC22A3"
"15838","FAM106C"
"15839","EFR3B"
"15840","LOC344595"
"15841","LOC441455"
"15842","UCP2"
"15843","CCDC64B"
"15844","FER1L6"
"15845","FOXG1"
"15846","TRIM24"
"15847","OR2AG1"
"15848","PROC"
"15849","PLXNA4"
"15850","AMTN"
"15851","OR2T4"
"15852","DEPDC1"
"15853","C10orf47"
"15854","ZDHHC17"
"15855","KIAA1429"
"15856","VNN3"
"15857","KCNH1"
"15858","PPARD"
"15859","HFM1"
"15860","KDM4A"
"15861","YBX1"
"15862","ZNF695"
"15863","DCDC1"
"15864","VPS26B"
"15865","MTF2"
"15866","LOC388796"
"15867","ATP6V1F"
"15868","SNORD95"
"15869","EGR4"
"15870","CCDC94"
"15871","LOC100499489"
"15872","SNORA5B"
"15873","LMO7"
"15874","DCST1"
"15875","IDO1"
"15876","ADRBK1"
"15877","GOLGA7B"
"15878","CDRT4"
"15879","ZNF84"
"15880","HOXD8"
"15881","STARD8"
"15882","MIR195"
"15883","FOXP2"
"15884","CCDC103"
"15885","POLR3A"
"15886","PCDP1"
"15887","GSC"
"15888","ZNF114"
"15889","LALBA"
"15890","RMND5A"
"15891","LOC283432"
"15892","HIGD1C"
"15893","MAF1"
"15894","NRN1"
"15895","SPAG5"
"15896","DNAH7"
"15897","FLJ43860"
"15898","BRCA2"
"15899","ACADM"
"15900","RAGE"
"15901","FAM8A1"
"15902","CHMP2A"
"15903","GPR21"
"15904","CXCR1"
"15905","SLC12A3"
"15906","ZDHHC7"
"15907","SLC44A3"
"15908","SDSL"
"15909","PLA2G12B"
"15910","ACY1"
"15911","MT1E"
"15912","LOC100128076"
"15913","OR4K15"
"15914","FLJ39534"
"15915","GPR20"
"15916","ELFN2"
"15917","IRAK2"
"15918","RFPL3"
"15919","BLMH"
"15920","MYO9A"
"15921","CCDC3"
"15922","C9orf21"
"15923","KIAA0513"
"15924","MIER2"
"15925","SH3BP2"
"15926","LOC646743"
"15927","PNMA2"
"15928","ANXA10"
"15929","SNORA41"
"15930","CNPY3"
"15931","RTN2"
"15932","TFB1M"
"15933","PRPH2"
"15934","GOLGB1"
"15935","IRX4"
"15936","NFKBIL1"
"15937","UQCR10"
"15938","APBB3"
"15939","RPS10"
"15940","TLE3"
"15941","PSMB7"
"15942","MESDC1"
"15943","KRTAP10-9"
"15944","OCLN"
"15945","SERTAD4"
"15946","NAGLU"
"15947","SPRY1"
"15948","RPSAP52"
"15949","MYSM1"
"15950","TRIM4"
"15951","SH3YL1"
"15952","TREM2"
"15953","SERPINI1"
"15954","C1orf158"
"15955","RTP2"
"15956","TMEM38A"
"15957","HDHD3"
"15958","NCRNA00204B"
"15959","TDRD3"
"15960","EID2B"
"15961","CALHM1"
"15962","DEFB134"
"15963","THSD7A"
"15964","C19orf70"
"15965","KLHL15"
"15966","NDST3"
"15967","DHRS12"
"15968","ST13P4"
"15969","SFTA3"
"15970","FBXO9"
"15971","TNPO1"
"15972","MRPL13"
"15973","SNX5"
"15974","METTL6"
"15975","SOD1"
"15976","CHML"
"15977","CDK13"
"15978","PACS1"
"15979","FAM187B"
"15980","LOC729121"
"15981","SIRT5"
"15982","CAPN2"
"15983","FXYD5"
"15984","TWISTNB"
"15985","LRFN1"
"15986","OR4D11"
"15987","C15orf2"
"15988","NR4A1"
"15989","LOC339047"
"15990","TRIM17"
"15991","RPL15"
"15992","ATP5G3"
"15993","ADAMTS8"
"15994","HOXC4"
"15995","C7orf68"
"15996","CEACAM5"
"15997","C14orf37"
"15998","ASPDH"
"15999","UGT1A7"
"16000","MYT1L"
"16001","RASA2"
"16002","STAG1"
"16003","OSBPL7"
"16004","GIMAP4"
"16005","FUT3"
"16006","PIF1"
"16007","LPIN2"
"16008","PDP2"
"16009","LOC349408"
"16010","CGB"
"16011","ERP27"
"16012","APOOL"
"16013","DIABLO"
"16014","HERC2P3"
"16015","ARMC9"
"16016","SLITRK3"
"16017","RNF152"
"16018","BAGE3"
"16019","ZNF211"
"16020","MIR1272"
"16021","LOC643714"
"16022","PFDN1"
"16023","RGS11"
"16024","AKR1D1"
"16025","HS6ST1"
"16026","STK31"
"16027","EML4"
"16028","SGTA"
"16029","FAM71E1"
"16030","HIST1H2BI"
"16031","PSMD6"
"16032","KIAA1257"
"16033","NUDT19"
"16034","C18orf55"
"16035","RPL28"
"16036","IPCEF1"
"16037","ELAC1"
"16038","SCARNA1"
"16039","METT11D1"
"16040","BIN2"
"16041","CCDC17"
"16042","NACA2"
"16043","UBOX5"
"16044","HM13"
"16045","UBE2O"
"16046","UBL5"
"16047","APOLD1"
"16048","TNFSF8"
"16049","ARHGAP29"
"16050","PROKR2"
"16051","DDX11L9"
"16052","LOC100130298"
"16053","PDE5A"
"16054","LOC100129034"
"16055","TOM1L1"
"16056","TMEM167A"
"16057","FAM90A8"
"16058","FOXI1"
"16059","RAB4A"
"16060","LOC729178"
"16061","TMEM39B"
"16062","FARSA"
"16063","MIR339"
"16064","PPP1R3E"
"16065","PLEKHG5"
"16066","CMAS"
"16067","OR7E24"
"16068","SLC30A1"
"16069","CDC42EP5"
"16070","LOC100270710"
"16071","PLAC1"
"16072","KLHL18"
"16073","TAZ"
"16074","CRIP2"
"16075","CHRFAM7A"
"16076","BTBD11"
"16077","WASH5P"
"16078","DCAF4L2"
"16079","C16orf72"
"16080","DIO2"
"16081","LRRCC1"
"16082","CCDC136"
"16083","GSTTP2"
"16084","PRX"
"16085","SNORA2B"
"16086","PPIAL4F"
"16087","TMEM85"
"16088","RBM5"
"16089","TUBGCP4"
"16090","OR2M1P"
"16091","SNORA30"
"16092","APLN"
"16093","CDK7"
"16094","SSR2"
"16095","CRELD1"
"16096","FLJ34690"
"16097","GAL3ST4"
"16098","C19orf46"
"16099","KBTBD10"
"16100","ARL5C"
"16101","IL28A"
"16102","WDR27"
"16103","LOC572558"
"16104","MCM2"
"16105","SOX14"
"16106","KIAA0922"
"16107","LOC100335030"
"16108","HIPK4"
"16109","FLJ25758"
"16110","C16orf57"
"16111","LOC100130015"
"16112","PDZD2"
"16113","MCC"
"16114","HHLA3"
"16115","ID2"
"16116","PRAMEF6"
"16117","FAM66C"
"16118","ZNF688"
"16119","APOC2"
"16120","FAM50B"
"16121","PWP1"
"16122","HIST1H2BA"
"16123","DNAH10"
"16124","GPR56"
"16125","DDX11L2"
"16126","METAP2"
"16127","STXBP4"
"16128","PAN3"
"16129","FSIP2"
"16130","PDHX"
"16131","ZBED4"
"16132","MTA1"
"16133","ZNF720"
"16134","CDK2"
"16135","RHOJ"
"16136","C16orf93"
"16137","CDC37"
"16138","LOC100128640"
"16139","ZER1"
"16140","C6orf227"
"16141","GRK4"
"16142","PRPH"
"16143","XGPY2"
"16144","POLR2A"
"16145","OGFOD1"
"16146","ZBTB8B"
"16147","LOC153910"
"16148","LOC728613"
"16149","LOC643486"
"16150","PHEX"
"16151","LOC100009676"
"16152","C20orf117"
"16153","SYBU"
"16154","DDX17"
"16155","CAMTA2"
"16156","C11orf74"
"16157","C5orf27"
"16158","PLEKHA2"
"16159","CXADRP3"
"16160","PDE4DIP"
"16161","SCN7A"
"16162","CATSPERB"
"16163","C19orf35"
"16164","ESRP1"
"16165","KILLIN"
"16166","ZNF559"
"16167","CXCL10"
"16168","ZMYM4"
"16169","CBWD2"
"16170","STK32B"
"16171","TACR3"
"16172","CKAP2L"
"16173","KIF1A"
"16174","RSPRY1"
"16175","VCAN"
"16176","SYDE1"
"16177","CYP27C1"
"16178","ZDHHC21"
"16179","MED12L"
"16180","UBE2CBP"
"16181","LEKR1"
"16182","SGK494"
"16183","OR2A1"
"16184","NHS"
"16185","TM9SF3"
"16186","DDHD1"
"16187","MAFG"
"16188","BICD2"
"16189","C14orf43"
"16190","C14orf119"
